respondent_id,scenario_id,primary_root_cause,secondary_root_cause,confidence_text,decision,primary_corrective_action,secondary_corrective_action,expected_effectiveness_text,urgency_text,confidence_1to5,expected_effectiveness,urgency_1to5,ScenarioID,coolant_flag,speed_drill_rpm,speed_ream_rpm,feed_mm_rev,tool_used_hr,tool_life_hr,pilot_hole_diam_mm,runout_mm,tool_overhang_mm,tool_wear_fraction
141,8,A1: Tool wear/ tool condition.,A8: Excessive tool overhang.,4- High,D1: Rework,C1: Replace or regrind reamer,C7: Reduce tool overhang,4: More than 90%,4: High urgency,4.0,4.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
142,8,A1: Tool wear/ tool condition.,A8: Excessive tool overhang.,4- High,D1: Rework,C1: Replace or regrind reamer,C7: Reduce tool overhang,4: More than 90%,4: High urgency,4.0,4.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
143,8,A1: Tool wear/ tool condition.,A8: Excessive tool overhang.,4- High,D1: Rework,C1: Replace or regrind reamer,C7: Reduce tool overhang,4: More than 90%,4: High urgency,4.0,4.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
144,8,A1: Tool wear/ tool condition.,A8: Excessive tool overhang.,4- High,D1: Rework,C1: Replace or regrind reamer,C7: Reduce tool overhang,4: More than 90%,4: High urgency,4.0,4.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
145,8,A4: Inappropriate feed rate.,A6: Improper pilot hole (diameter/condition).,3- Medium,D2: Scarp,C5: Modify pilot hole size or drilling process,C5: Modify pilot hole size or drilling process,2: 50-70%,3: Medium urgency,3.0,2.0,3.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
146,8,A6: Improper pilot hole (diameter/condition).,A8: Excessive tool overhang.,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C6: Correct runout/ alignment/ work holding,3: 70-90%,4: High urgency,5.0,3.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
147,8,A4: Inappropriate feed rate.,A3: Inappropriate spindle speed.,3- Medium,D3: Hold/further investigation,C3: Adjust feed rate,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,3.0,3.0,3.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
148,8,A6: Improper pilot hole (diameter/condition).,A7: Runout/ alignment/ work holding issue.,4- High,D2: Scarp,C4: Use coolant,C7: Reduce tool overhang,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
149,8,A1: Tool wear/ tool condition.,A8: Excessive tool overhang.,4- High,D1: Rework,C1: Replace or regrind reamer,C7: Reduce tool overhang,4: More than 90%,4: High urgency,4.0,4.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
150,8,A6: Improper pilot hole (diameter/condition).,A7: Runout/ alignment/ work holding issue.,5- Very High,D2: Scarp,C3: Adjust feed rate,C6: Correct runout/ alignment/ work holding,2: 50-70%,2: Low urgency,5.0,2.0,2.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
151,8,A5: Coolant not used.,A8: Excessive tool overhang.,4- High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,"C8: Improve chip evacuation method (e.g., intermittent withdrawal/ pecking)",3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
152,8,A5: Coolant not used.,A7: Runout/ alignment/ work holding issue.,3- Medium,D3: Hold/further investigation,C4: Use coolant,C7: Reduce tool overhang,2: 50-70%,3: Medium urgency,3.0,2.0,3.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
153,8,A1: Tool wear/ tool condition.,A8: Excessive tool overhang.,4- High,D1: Rework,C1: Replace or regrind reamer,C7: Reduce tool overhang,4: More than 90%,4: High urgency,4.0,4.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
154,8,A7: Runout/ alignment/ work holding issue.,A8: Excessive tool overhang.,5- Very High,D4: Accept as-is,C6: Correct runout/ alignment/ work holding,"C8: Improve chip evacuation method (e.g., intermittent withdrawal/ pecking)",2: 50-70%,4: High urgency,5.0,2.0,4.0,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
155,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
156,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
157,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
158,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
159,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
160,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
161,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
162,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
163,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
164,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
165,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
166,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
167,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
168,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
169,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
170,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
171,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
172,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
173,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
174,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
175,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
176,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
177,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
178,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
179,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
180,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
181,8,,,,,,,,,,,,S08,1,1000,700,0.15,900,1000,9.8,0.01,60,0.9
1,9,A5: Coolant not used.,A7: Runout/ alignment/ work holding issue.,4- High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C4: Use coolant,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
2,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
3,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,2: 50-70%,2: Low urgency,4.0,2.0,2.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
4,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
5,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
6,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
7,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
8,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
9,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
10,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
11,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
12,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
13,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
14,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
15,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
16,9,A5: Coolant not used.,A4: Inappropriate feed rate.,4- High,D3: Hold/further investigation,C4: Use coolant,C7: Reduce tool overhang,3: 70-90%,4: High urgency,4.0,3.0,4.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
17,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
18,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
19,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
20,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
21,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
22,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
23,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
24,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
25,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
26,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
27,9,A1: Tool wear/ tool condition.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
28,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
29,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
30,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
31,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
32,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
33,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,3- Medium,D4: Accept as-is,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,3.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
34,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
35,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
36,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
37,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
38,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
39,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
40,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
41,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
42,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
43,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
44,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
45,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
46,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
47,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
48,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
49,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
50,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
51,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D4: Accept as-is,C1: Replace or regrind reamer,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
52,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
53,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
54,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
55,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
56,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
57,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
58,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
59,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
60,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
61,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
62,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
63,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
64,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
65,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
66,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
67,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
68,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
69,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
70,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
71,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
72,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
73,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
74,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
75,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
76,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
77,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,4: High urgency,4.0,3.0,4.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
78,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
79,9,A3: Inappropriate spindle speed.,A4: Inappropriate feed rate.,4- High,D1: Rework,C2: Adjust feed speed,C3: Adjust feed rate,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S09,1,1000,700,0.2,10,1000,9.9,0.03,20,0.01
